title,haiku,haiku2,path
ARCHITECT,"Direct and manage
project milestones to ensure
design compliance",Direct and manage project milestones to ensure design compliance.,"['direct', 'and', 'manage', 'i++', 'project', 'milestones', 'to', 'ensure', 'i++', 'design', 'compliance', 'i++']"
ARCHITECT,"The ability
to solve problems while working
for the public good",The ability to solve problems while working for the public good.,"['the', 'successful', '-successful', 'ability', 'i++', 'to', 'solve', 'complex', 'issues', '-issues', '-complex', 'problems', 'while', 'working', 'i++', 'in', 'a', '-a', '-in', 'for', 'the', 'public', 'good', 'i++']"
CERT IT DEVELOPER (APP),"Experience in
performing analysis
and design standards",Experience in performing analysis and design standards.,"['experience', 'with', 'i++', 'integrating', 'ppm', 'i++', 'platforms', 'with', '-with', '-platforms', 'i--', '-ppm', '-integrating', 'i--', '-with', 'in', 'i++', 'performing', 'analysis', 'i++', 'and', 'design', 'standards', 'i++']"
CERT IT DEVELOPER (APP),"Proven background in
the development of land
use applications",Proven background in the development of land use applications.,"['proven', 'background', 'in', 'i++', 'the', 'development', 'and', 'new', 'i++', 'systems', 'and', 'is', '-is', '-and', '-systems', 'code', 'procedures', '-procedures', '-code', 'mobile', '-mobile', 'i--', '-new', '-and', 'team', 'and', 'i++', 'developers', '-developers', 'i--', '-and', '-team', 'of', 'land', 'i++', 'use', 'applications', 'i++']"
CERT IT DEVELOPER (APP),"At least one of the
software development and
creativity",At least one of the software development and creativity.,"['at', 'least', 'one', 'of', 'the', 'i++', 'software', 'development', 'and', 'i++', 'creativity', 'i++']"
CERT IT DEVELOPER (APP),"Lead the technical
goals of the development
and deployment scripts",Lead the technical goals of the development and deployment scripts.,"['lead', 'the', 'technical', 'i++', 'goals', 'of', 'the', 'development', 'i++', 'and', 'deployment', 'scripts', 'i++']"
CERT IT DEVELOPER (APP),"The ability
to design document and
track resolution",The ability to design document and track resolution.,"['the', 'foreign', '-foreign', 'ability', 'i++', 'to', 'design', 'and', 'implement', 'i++', 'various', '-various', 'i--', '-implement', 'prefer', '-prefer', '-and', 'document', 'and', 'i++', 'track', 'resolution', 'i++']"
CERT IT DEVELOPER (APP),"Solid linux and
windows skills ability
to meet deadlines goals",Solid Linux and Windows skills ability to meet deadlines goals.,"['solid', 'linux', 'and', 'i++', 'windows', 'skills', 'ability', 'i++', 'to', 'meet', 'deadlines', 'goals', 'i++']"
CERT IT DEVELOPER (APP),"Contribute to a
high degree of quality
and efficiency",Contribute to a high degree of quality and efficiency.,"['contribute', 'to', 'a', 'i++', 'high', 'degree', 'of', 'quality', 'i++', 'and', 'efficiency', 'i++']"
CERT IT DEVELOPER (APP),"We develop and
implement databases
and applications",We develop and implement databases and applications.,"['we', 'have', 'come', 'to', '-to', '-come', '-have', 'develop', 'and', 'i++', 'implement', 'databases', 'i++', 'and', 'applications', 'i++']"
CITY MEDICAL SPECIALIST (PART-,"History tracking
the health needs of your assigned
school community",History tracking the health needs of your assigned school community.,"['history', 'tracking', 'i++', 'the', 'health', 'and', 'wellness', 'of', 'all', 'i++', 'students', '-students', 'i--', '-all', '-of', '-wellness', '-and', 'needs', 'of', 'your', 'assigned', 'i++', 'school', 'community', 'i++']"
CITY MEDICAL SPECIALIST (PART-,"Supervise school health
physicians work within the
school community",Supervise school health physicians work within the school community.,"['supervise', 'or', '-or', 'school', 'health', 'i++', 'physicians', 'nurses', 'school', 'staff', 'i++', 'community', '-community', 'i--', '-staff', '-school', '-nurses', 'work', 'within', 'the', 'i++', 'health', 'and', 'wellness', '-wellness', '-and', '-health', 'school', 'nurse', 'and', 'school', '-school', '-and', '-nurse', 'community', 'i++']"
CITY MEDICAL SPECIALIST (PART-,"Improve the health and
mental health effects of the
school community",Improve the health and mental health effects of the school community.,"['improve', 'the', 'health', 'and', 'i++', 'mental', 'hygiene', 'and', 'the', '-the', '-and', '-hygiene', 'health', 'effects', 'of', 'the', 'i++', 'school', 'health', 'research', '-research', '-health', 'community', 'i++']"
CITY MEDICAL SPECIALIST (PART-,"Attend to the school
health physicians nurses school
staff community",Attend to the school health physicians nurses school staff community.,"['attend', 'to', 'the', 'school', 'i++', 'community', 'utilize', 'i++', 'the', '-the', 'i--', '-utilize', '-community', 'nurse', 'and', 'administration', 'i++', 'on', 'school', '-school', '-on', 'i--', '-administration', '-and', '-nurse', 'community', 'and', 'the', '-the', '-and', '-community', 'health', 'physicians', 'work', 'within', 'i++', 'the', 'mandates', '-mandates', '-the', 'i--', '-within', '-work', 'nurses', 'school', 'i++', 'staff', 'community', 'i++']"
CITY MEDICAL SPECIALIST (PART-,"Provide medical
care and public health problem
in new york city",Provide medical care and public health problem in New York City.,"['provide', 'medical', 'i++', 'care', 'and', 'public', 'health', 'problem', 'i++', 'in', 'new', 'york', 'city', 'i++']"
EXECUTIVE AGENCY COUNSEL,"Providing legal
counsel on a wide range of
legal strategy",Providing legal counsel on a wide range of legal strategy.,"['providing', 'legal', 'i++', 'counsel', 'on', 'a', 'wide', 'range', 'of', 'i++', 'legal', 'strategy', 'i++']"
EXECUTIVE AGENCY COUNSEL,"Experience in
work related to the new
york city council",Experience in work related to the New York City council.,"['experience', 'in', 'i++', 'managing', 'foil', 'unit', 'or', 'i++', 'in', 'responding', '-responding', 'state', 'or', '-or', '-state', 'responding', '-responding', '-in', 'i--', '-or', '-unit', '-foil', 'legal', 'and', '-and', '-legal', '-managing', 'dealing', 'with', 'vulnerable', 'i++', 'victims', '-victims', 'i--', '-vulnerable', '-with', '-dealing', 'work', 'related', 'to', 'the', 'new', 'i++', 'york', 'city', 'council', 'i++']"
EXECUTIVE AGENCY COUNSEL,"Collaborating
with the highest standards of
the prosecution",Collaborating with the highest standards of the prosecution.,"['collaborating', 'i++', 'with', 'the', 'highest', 'standards', 'of', 'i++', 'the', 'prosecution', 'i++']"
EXECUTIVE AGENCY COUNSEL,"The operations
and management of the tax
incentives programs",The operations and management of the tax incentives programs.,"['the', 'operations', 'i++', 'and', 'management', 'of', 'the', 'tax', 'i++', 'incentives', 'and', '-and', 'programs', 'i++']"
EXECUTIVE AGENCY COUNSEL,"Provide all legal
work related to the work
of the divisions",Provide all legal work related to the work of the divisions.,"['provide', 'legal', '-legal', 'all', 'legal', 'i++', 'matters', 'providing', '-providing', '-matters', 'work', 'related', 'to', 'the', 'new', 'i++', 'york', 'city', 'law', '-law', '-city', 'state', 'bar', '-bar', '-state', '-york', 'compliance', 'and', '-and', '-compliance', 'i--', '-new', 'work', 'i++', 'of', 'the', 'divisions', 'i++']"
EXECUTIVE AGENCY COUNSEL,"Evaluate all
foil requests and manage and
respond to audits",Evaluate all foil requests and manage and respond to audits.,"['evaluate', 'all', 'i++', 'foil', 'requests', 'and', 'manage', 'and', 'i++', 'respond', 'to', 'audits', 'i++']"
ADMINISTRATIVE PROCUREMENT ANA,"Detailed knowledge of
all procurement rules and the
office of contracts",Detailed knowledge of all procurement rules and the office of contracts.,"['detailed', 'knowledge', 'of', 'i++', 'all', 'procurement', 'rules', 'and', 'the', 'i++', 'ability', '-ability', 'office', 'of', 'contracts', 'i++']"
ADMINISTRATIVE PROCUREMENT ANA,"Perform difficult
work in the preparation
of contract awards",Perform difficult work in the preparation of contract awards.,"['perform', 'difficult', 'i++', 'work', 'in', 'the', 'preparation', 'i++', 'of', 'contract', 'awards', 'i++']"
ADMINISTRATIVE PROCUREMENT ANA,"Strong knowledge of the
automatic procurement
tracking apt system",Strong knowledge of the automatic procurement tracking apt system.,"['strong', 'knowledge', 'of', 'the', 'i++', 'automatic', 'procurement', 'i++', 'tracking', 'system', '-system', 'apt', 'system', 'i++']"
ADMINISTRATIVE PROCUREMENT ANA,"Strong ability
to work under pressure and
restrictive deadlines",Strong ability to work under pressure and restrictive deadlines.,"['strong', 'ability', 'i++', 'to', 'work', 'under', 'pressure', 'and', 'i++', 'restrictive', 'deadlines', 'i++']"
ASSISTANT HIGHWAY TRANSPORTATI,"Planners gis
analysts to assist with
citi bike system",Planners gis analysts to assist with citi bike system.,"['planners', 'gis', 'i++', 'analysts', 'to', 'perform', '-perform', 'assist', 'with', 'i++', 'citi', 'bike', 'system', 'i++']"
COMMUNITY COORDINATOR,"Maintaining project
plans and other topics as
defined by the law",Maintaining project plans and other topics as defined by the law.,"['maintaining', 'project', 'i++', 'plans', 'and', 'other', 'topics', 'as', 'i++', 'identified', '-identified', 'defined', 'by', 'the', 'law', 'i++']"
COMMUNITY COORDINATOR,"Hpd uses
enforcement tools within the
financial system",Hpd uses enforcement tools within the financial system.,"['hpd', 'uses', 'i++', 'enforcement', 'tools', 'within', 'the', 'i++', 'bureau', 'of', 'child', '-child', '-of', '-bureau', 'financial', 'system', 'i++']"
CITY PLANNING TECHNICIAN,"3 million new york
and we collect and treat an
average of 1",3 million New York and we collect and treat an average of 1.,"['3', 'million', 'new', 'york', 'i++', 'and', 'overseeing', '-overseeing', 'we', 'collect', 'and', 'treat', 'an', 'i++', 'average', 'of', '1', 'i++']"
PROCUREMENT ANALYST,"Review and submit
purchase requisitions and
procurement progress",Review and submit purchase requisitions and procurement progress.,"['review', 'and', 'submit', 'i++', 'purchase', 'requisitions', 'and', 'i++', 'procurement', 'progress', 'i++']"
PROCUREMENT ANALYST,"The development
and modification of
contract management",The development and modification of contract management.,"['the', 'following', 'tasks', 'i++', 'i--', '-tasks', 'are', 'i++', 'typical', 'assignments', '-assignments', '-typical', 'i--', '-are', '-following', 'budget', 'office', 'i++', 'is', 'responsible', 'for', 'all', 'i++', 'methods', 'of', '-of', '-methods', 'i--', '-all', 'the', 'i++', 'division', 'of', '-of', '-division', 'i--', '-the', 'all', 'i++', 'payments', 'are', 'made', '-made', '-are', '-payments', 'i--', '-all', 'the', 'i++', 'agency', 'and', '-and', '-agency', 'i--', '-the', '-for', '-responsible', '-is', 'i--', '-office', '-budget', 'development', 'i++', 'of', 'specifications', 'for', 'i++', 'highly', 'complex', '-complex', '-highly', 'i--', '-for', '-specifications', '-of', 'and', 'modification', 'of', 'i++', 'contract', 'management', 'i++']"
ADMINISTRATIVE ARCHITECT,"Proficiency in
autocad excel word and
microsoft project",Proficiency in autocad Excel Word and Microsoft project.,"['proficiency', 'in', 'i++', 'autocad', 'excel', 'word', 'and', 'i++', 'microsoft', 'project', 'i++']"
WATERSHED MAINTAINER,"Dep protects
public health and safety rules
and regulations",DEP protects public health and safety rules and regulations.,"['dep', 'protects', 'i++', 'public', 'health', 'and', 'the', '-the', 'safety', 'laws', 'i++', 'agency', '-agency', 'i--', '-laws', 'rules', 'i++', 'and', 'regulations', 'i++']"
ARCHITECT,"Review documents
for constructability
and bid readiness",Review documents for constructability and bid readiness.,"['review', 'highly', '-highly', 'documents', 'i++', 'for', 'constructability', 'i++', 'and', 'bid', 'readiness', 'i++']"
AGENCY ATTORNEY,"Render sound advice
to the following people
and communities",Render sound advice to the following people and communities.,"['render', 'sound', 'advice', 'i++', 'to', 'agency', 'matters', 'and', 'i++', 'submit', 'surplus', '-surplus', '-submit', 'i--', '-and', '-matters', '-agency', 'the', 'general', 'counsel', 'i++', 'deputy', '-deputy', 'i--', '-counsel', '-general', 'following', 'people', 'i++', 'and', 'communities', 'i++']"
COMPUTER ASSOC (OPERATIONS),"Provide a wide range
of technical support for
city hall reports",Provide a wide range of technical support for city hall reports.,"['provide', 'a', 'wide', 'range', 'i++', 'of', 'technical', 'support', 'to', 'i++', 'development', '-development', 'the', 'project', 'team', '-team', '-project', 'service', 'desk', '-desk', '-service', 'hpd', '-hpd', '-the', 'i--', '-to', 'for', 'i++', 'city', 'hall', 'reports', 'i++']"
COMPUTER ASSOC (OPERATIONS),"Experience with
performance test script set up
and execution",Experience with performance test script set up and execution.,"['experience', 'with', 'i++', 'performance', 'test', 'script', 'set', 'up', 'i++', 'and', 'execution', 'i++']"
PROJECT MANAGER,"Additionally
gis and autocad
skills are required",Additionally gis and autocad skills are required.,"['additionally', 'i++', 'knowledge', 'and', 'or', 'prepare', '-prepare', 'green', '-green', '-or', '-and', '-knowledge', 'gis', 'and', 'autocad', 'i++', 'skills', 'are', 'preferred', '-preferred', '-are', '-skills', 'i--', '-autocad', '-and', '-gis', 'knowledge', 'and', 'or', 'prepare', '-prepare', '-or', '-and', '-knowledge', 'gis', 'and', 'autocad', 'i++', 'skills', 'are', 'required', 'i++']"
IT PROJECT SPECIALIST,"The design of the
business requirements and test
automation scripts",The design of the business requirements and test automation scripts.,"['the', 'design', 'and', '-and', 'of', 'the', 'i++', 'application', 'meets', 'end', '-end', '-meets', 'matches', 'those', 'i++', 'requirements', 'and', '-and', '-requirements', 'i--', '-those', '-matches', '-application', 'business', 'requirements', 'and', 'test', 'i++', 'automation', 'scripts', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"Capacity to
simultaneously work
on special projects",Capacity to simultaneously work on special projects.,"['capacity', 'to', 'i++', 'simultaneously', 'work', 'i++', 'on', 'multiple', '-multiple', 'special', 'projects', 'i++']"
HOUSING DEVELOPMENT SPECIALIST,"Performing detailed
financial analyses
and underwriting",Performing detailed financial analyses and underwriting.,"['performing', 'detailed', 'i++', 'financial', 'analyses', 'i++', 'and', 'research', 'skills', '-skills', 'as', '-as', '-research', 'underwriting', 'i++']"
