title,haiku,path
DIR  OF AUDIT & PROG ANALYSIS,"Provide internal
audit and assessment staff
with the required","['provide', 'internal', 'i++', 'audit', 'and', 'assessment', 'will', 'i++', 'report', 'to', 'the', '-the', '-to', '-report', 'be', '-be', 'i--', '-will', 'staff', 'i++', 'with', 'the', 'required', 'i++']"
ASSISTANT CIVIL ENGINEER,"Develop seamless
communication with the
latest dep standards","['develop', 'a', 'strong', 'i++', 'team', 'environment', 'and', 'the', 'i++', 'environment', '-environment', 'difference', '-difference', 'i--', '-the', '-and', '-environment', '-team', 'i--', '-strong', '-a', 'seamless', 'i++', 'communication', 'with', 'the', 'i++', 'latest', 'dep', 'standards', 'i++']"
ASSISTANT CIVIL ENGINEER,"Provide guidance to
project staff on safety scope
schedule and budget","['provide', 'guidance', 'to', 'i++', 'project', 'staff', 'on', 'safety', 'scope', 'i++', 'schedule', 'and', 'budget', 'i++']"
ASSISTANT CIVIL ENGINEER,"Performs research and
responds to written requests
for design changes","['performs', 'various', 'i++', 'field', 'inspections', 'and', '-and', 'to', '-to', '-inspections', '-field', 'i--', '-various', 'research', 'and', 'i++', 'respond', 'to', 'various', '-various', '-to', '-respond', 'responds', 'to', 'written', 'requests', 'i++', 'for', 'design', 'changes', 'i++']"
ASSISTANT CIVIL ENGINEER,"They are directly
related to the senior
safety auditor","['they', 'will', 'aide', 'in', 'the', 'i++', 'preparation', 'of', '-of', '-preparation', 'i--', '-the', '-in', '-aide', 'be', 'built', 'and', 'i++', 'or', 'quarterly', 'job', 'status', 'i++', 'reports', 'preferred', '-preferred', '-reports', 'i--', '-status', '-job', '-quarterly', '-or', 'i--', '-and', '-built', '-be', '-will', 'are', 'directly', 'i++', 'related', 'to', 'the', 'senior', 'i++', 'safety', 'auditor', 'i++']"
ASSISTANT CIVIL ENGINEER,"Each engineering
section prepares design and
construction projects","['each', 'engineering', 'i++', 'section', 'prepares', 'design', 'and', 'i++', 'or', 'construction', '-construction', 'inspectors', '-inspectors', '-or', 'construction', 'work', '-work', '-construction', 'or', 'maintained', 'in', '-in', '-maintained', '-or', 'construction', 'projects', 'i++']"
ASSISTANT CIVIL ENGINEER,"May also review
plans and specifications
for the five boroughs","['may', 'also', 'review', 'i++', 'plans', 'and', 'specifications', 'i++', 'for', 'large', 'complex', '-complex', '-large', '-for', 'or', 'related', '-related', '-or', 'for', 'the', 'five', 'boroughs', 'i++']"
ASSISTANT CIVIL ENGINEER,"Join our team and
be part of the wastewater
collection system","['join', 'our', 'team', 'and', 'i++', 'be', 'part', 'of', 'the', 'wastewater', 'i++', 'collection', 'system', 'i++']"
ASSISTANT CIVIL ENGINEER,"The project moving
and manage the quality
assurance unit","['the', 'project', 'moving', 'i++', 'and', 'manage', 'the', 'quality', 'i++', 'of', 'project', 'scope', '-scope', 'goals', '-goals', '-project', 'life', 'of', '-of', '-life', 'project', 'goals', '-goals', '-project', '-of', 'assurance', 'unit', 'i++']"
INVESTMENT ANALYST,"Coordinating
investment conferences
and other topics","['coordinating', 'i++', 'investment', 'conferences', 'i++', 'and', 'other', 'topics', 'i++']"
INVESTMENT ANALYST,"Experience in
a closely related field
is strongly preferred","['experience', 'with', 'i++', 'accounting', 'reporting', '-reporting', '-accounting', 'i--', '-with', 'in', 'i++', 'a', 'team', 'environment', '-environment', '-team', 'closely', 'related', 'field', 'i++', 'is', 'strongly', 'preferred', 'i++']"
INVESTMENT ANALYST,"The members of the
progress and quality of
the portfolio","['the', 'members', 'of', 'the', 'i++', 'progress', 'and', 'quality', 'of', 'i++', 'the', 'portfolio', 'i++']"
INVESTMENT ANALYST,"Coordinating
investment conferences
and other contracts","['coordinating', 'i++', 'investment', 'conferences', 'i++', 'and', 'other', 'contracts', 'i++']"
EXECUTIVE ASSISTANT (TAXI & LI,"The division of
finance and operations
and finance matters","['the', 'vehicles', '-vehicles', 'division', 'of', 'i++', 'finance', 'and', 'operating', 'i++', 'arm', 'of', 'the', '-the', '-of', '-arm', 'i--', '-operating', 'operations', 'i++', 'and', 'finance', 'matters', 'i++']"
EXECUTIVE ASSISTANT (TAXI & LI,"The new licensing
facility and the growth
of the senior staff","['the', 'new', 'licensing', 'i++', 'facility', 'and', 'the', 'growth', 'i++', 'of', 'the', 'senior', 'staff', 'i++']"
EXECUTIVE ASSISTANT (TAXI & LI,"Human resources
finance and operations
and finance matters","['human', 'resources', 'i++', 'finance', 'and', 'operations', 'i++', 'and', 'finance', 'matters', 'i++']"
ASSOCIATE PROJECT MANAGER,"Knowledge of payment
systems partial payments made
for sewer projects","['knowledge', 'of', 'payment', 'i++', 'systems', 'partial', 'payments', 'made', 'i++', 'for', 'sewer', 'projects', 'i++']"
ASSOCIATE PROJECT MANAGER,"Supervising work
performance to ensure that
all prepared schedules","['supervising', 'work', 'i++', 'performance', 'to', 'ensure', 'the', 'i++', 'bid', 'award', '-award', '-bid', 'i--', '-the', 'that', 'i++', 'projects', 'are', '-are', '-projects', 'all', 'prepared', 'schedules', 'i++']"
ASSOCIATE PROJECT MANAGER,"Excellent design
and construction staff assigned
to the following","['excellent', 'verbal', 'i++', 'and', 'written', '-written', '-and', 'i--', '-verbal', 'design', 'i++', 'and', 'construction', 'of', 'all', 'of', 'i++', 'its', 'capital', '-capital', '-its', 'i--', '-of', '-all', '-of', 'staff', 'and', 'work', 'i++', 'with', '-with', 'i--', '-work', '-and', 'assigned', 'i++', 'to', 'the', 'following', 'i++']"
ASSOCIATE PROJECT MANAGER,"Relevant rules and
regulations as well as
other dep bureaus","['relevant', 'data', 'i++', 'i--', '-data', 'rules', 'and', 'i++', 'regulations', 'as', 'well', 'as', 'i++', 'other', 'dep', 'bureaus', 'i++']"
ASSOCIATE PROJECT MANAGER,"Review the work of
contractors and perform field
work of contractors","['review', 'and', 'comply', 'i++', 'with', 'applicable', 'standards', 'i++', 'i--', '-standards', '-applicable', '-with', 'i--', '-comply', '-and', 'the', 'work', 'of', 'i++', 'contractors', 'and', 'perform', 'field', 'i++', 'work', 'of', 'contractors', 'i++']"
ASSOCIATE PROJECT MANAGER,"Sewage treatment plant
and pumping station upgrades
and or expansions","['sewage', 'treatment', 'plant', 'i++', 'and', 'pumping', 'station', 'upgrades', 'i++', 'and', 'or', 'complex', '-complex', 'expansions', 'i++']"
ASSOCIATE PROJECT MANAGER,"The department of
environmental health and
the agencies goals","['the', 'following', '-following', 'bureau', 'of', '-of', '-bureau', 'environment', 'i++', 'by', 'supplying', 'clean', 'drinking', 'i++', 'water', 'to', '-to', '-water', 'i--', '-drinking', '-clean', '-supplying', 'keeping', 'these', 'properties', 'i++', 'in', 'a', 'good', 'state', '-state', '-good', '-a', '-in', 'i--', '-properties', '-these', '-keeping', 'supplying', 'clean', 'drinking', 'i++', 'water', 'per', 'day', '-day', '-per', '-water', 'i--', '-drinking', '-clean', '-supplying', '-by', 'i--', '-environment', 'department', 'of', 'i++', 'environmental', 'health', 'and', 'i++', 'the', 'agencies', 'goals', 'i++']"
ASSOCIATE PROJECT MANAGER,"Participate in
design and construction of
capital projects","['participate', 'in', 'i++', 'staff', 'training', 'development', 'i++', 'and', 'management', '-management', '-and', 'i--', '-development', '-training', '-staff', 'design', 'and', 'construction', 'of', 'i++', 'capital', 'projects', 'i++']"
ASSOCIATE HUMAN RIGHTS SPECIAL,"Evaluating
workshop and training programs
and literature","['evaluating', 'i++', 'workshop', 'and', 'training', 'programs', 'i++', 'and', 'or', 'early', '-early', 'workshops', '-workshops', '-or', 'literature', 'i++']"
ASSOCIATE HUMAN RIGHTS SPECIAL,"The borough to serve
in the bronx and the public
regarding complaints","['the', 'borough', 'to', 'serve', 'i++', 'in', 'the', 'community', '-community', 'bronx', 'and', 'the', 'diverse', 'i++', 'immigrant', '-immigrant', 'i--', '-diverse', 'public', 'i++', 'regarding', 'complaints', 'i++']"
SENIOR MENTAL HEALTH WORKER,"Bureau of mental
health providers to support
their recovery needs","['bureau', 'of', 'mental', 'i++', 'health', 'needs', '-needs', 'providers', 'to', 'support', 'i++', 'their', 'recovery', 'needs', 'i++']"
CITY PLANNING TECHNICIAN,"Team player to work
in the city of new york
city department","['team', 'player', 'to', 'work', 'i++', 'with', 'multiple', 'senior', '-senior', '-multiple', '-with', 'in', 'the', 'city', 'of', 'new', 'york', 'i++', 'city', 'department', 'i++']"
CITY PLANNING TECHNICIAN,"The information
and modify the tax map
of the department","['the', 'most', 'suitable', 'i++', 'candidate', 'would', 'also', '-also', '-would', '-candidate', 'i--', '-suitable', '-most', 'director', 'of', 'i++', 'mapping', '-mapping', 'i--', '-of', '-director', 'subdivisions', 'i++', 'of', 'parcels', 'and', 'maintaining', 'i++', 'the', 'official', '-official', '-the', 'i--', '-maintaining', '-and', '-parcels', '-of', 'i--', '-subdivisions', 'information', 'i++', 'and', 'modify', 'the', 'tax', 'map', 'i++', 'of', 'the', 'department', 'i++']"
CITY PLANNING TECHNICIAN,"Team player to work
in the tax revenue laws
of the department","['team', 'player', 'to', 'work', 'i++', 'with', 'multiple', 'senior', '-senior', '-multiple', '-with', 'in', 'the', 'tax', 'revenue', 'laws', 'i++', 'of', 'the', 'department', 'i++']"
ASSOCIATE PUBLIC HEALTH SANITA,"Must be familiar
with microsoft office word
excel power point","['must', 'be', 'familiar', 'i++', 'with', 'microsoft', 'office', 'word', 'i++', 'excel', 'power', 'point', 'i++']"
ASSOCIATE PUBLIC HEALTH SANITA,"The bureau of food
protection and safety laws
and regulations","['the', 'selected', '-selected', 'bureau', 'of', 'food', 'i++', 'safety', 'and', 'community', 'i++', 'sanitation', '-sanitation', 'i--', '-community', 'health', 'and', 'the', '-the', '-and', '-health', '-and', '-safety', 'protection', 'certificates', 'i++', 'for', 'successful', '-successful', '-for', 'i--', '-certificates', 'and', 'safety', 'laws', 'i++', 'and', 'regulations', 'i++']"
ASSOCIATE PUBLIC HEALTH SANITA,"Control services
promotes and protects the health
and safety issues","['control', 'and', 'worker', 'i++', 'safety', '-safety', 'i--', '-worker', '-and', 'services', 'i++', 'regulatory', 'and', '-and', '-regulatory', 'pcs', 'in', 'conjunction', 'with', 'i++', 'other', 'city', '-city', '-other', 'i--', '-with', '-conjunction', '-in', '-pcs', 'promotes', 'and', 'protects', 'the', 'health', 'i++', 'and', 'safety', 'issues', 'i++']"
ASSOCIATE PUBLIC HEALTH SANITA,"Dep protects public
health and safety assessment
reports for metrics","['dep', 'protects', 'public', 'i++', 'health', 'and', 'safety', 'laws', 'and', '-and', '-laws', '-safety', 'the', 'environment', 'i++', 'and', 'the', '-the', '-and', 'by', 'supplying', '-supplying', '-by', 'i--', '-environment', 'federal', 'food', 'i++', 'code', '-code', 'i--', '-food', '-federal', 'environment', 'i++', 'by', 'supplying', '-supplying', '-by', 'i--', '-environment', '-the', 'safety', 'assessment', 'i++', 'reports', 'for', 'metrics', 'i++']"
ASSOCIATE PUBLIC HEALTH SANITA,"Proficiency in
microsoft office excel
word access outlook","['proficiency', 'in', 'i++', 'microsoft', 'office', 'excel', 'i++', 'word', 'access', 'outlook', 'i++']"
ASSOCIATE PUBLIC HEALTH SANITA,"The city council
legislators and city
council officials","['the', 'city', 'council', 'i++', 'legislators', 'and', 'city', 'i++', 'council', 'officials', 'i++']"
ASSOCIATE PUBLIC HEALTH SANITA,"Organize walk throughs
and rat academies in
the vicinity","['organize', 'walk', 'throughs', 'i++', 'and', 'rat', 'academies', 'in', 'i++', 'the', 'vicinity', 'i++']"
ASSOCIATE PUBLIC HEALTH SANITA,"Good working knowledge
of osha and related
health and safety plans","['good', 'working', 'knowledge', 'i++', 'of', 'osha', 'and', 'related', 'i++', 'health', 'and', 'safety', 'plans', 'i++']"
DEPUTY INSPECTOR GENERAL,"The new york city
government is a plus but
is not required","['the', 'new', 'york', 'city', 'i++', 'government', 'is', 'a', 'plus', 'but', 'i++', 'is', 'not', 'required', 'i++']"
DEPUTY COMMISSIONER (DEP),"Environmental
health and the leadership of
all activities","['environmental', 'i++', 'health', 'and', 'the', 'environment', 'i++', 'by', 'supplying', '-supplying', '-by', 'i--', '-environment', 'leadership', 'of', 'i++', 'all', 'activities', 'i++']"
DEPUTY COMMISSIONER (DEP),"Environmental
health and the environment
and the media","['environmental', 'i++', 'health', 'and', 'safety', 'program', 'to', 'i++', 'ensure', 'that', '-that', '-ensure', 'i--', '-to', '-program', '-safety', 'the', 'environment', 'i++', 'and', 'the', 'media', 'i++']"
DEPUTY COMMISSIONER (DEP),"The mission of the
bureau of water mains and
sewer services","['the', 'media', '-media', 'leader', 'of', '-of', '-leader', 'mission', 'of', 'the', 'i++', 'bureau', 'is', 'also', '-also', '-is', 'of', 'engineering', 'i++', 'and', 'other', '-other', '-and', 'i--', '-engineering', 'water', 'mains', 'and', 'i++', 'sewer', 'services', 'i++']"
DEPUTY COMMISSIONER (DEP),"Capital needs for
the bureau of water mains
and sewer systems","['capital', 'and', '-and', 'program', 'i++', 'delivery', 'with', 'an', '-an', '-with', '-delivery', 'i--', '-program', 'needs', 'for', 'i++', 'the', 'bureau', 'of', 'water', 'to', 'i++', 'nine', 'million', 'new', '-new', '-million', '-nine', 'residents', 'and', '-and', '-residents', 'i--', '-to', 'mains', 'i++', 'and', 'sewer', 'systems', 'i++']"
DEPUTY COMMISSIONER (DEP),"The commissioner
of the bureau of water
and sewer systems","['the', 'commissioner', 'i++', 'of', 'the', 'bureau', 'of', 'water', 'i++', 'to', 'nine', 'million', '-million', '-nine', '-to', 'and', 'sewer', 'systems', 'i++']"
DEPUTY COMMISSIONER (DEP),"Broad understanding
of the bureau of water
and sewer systems","['broad', 'understanding', 'i++', 'of', 'the', 'largest', 'and', 'most', '-most', '-and', '-largest', 'bureau', 'of', 'water', 'i++', 'and', 'sewer', 'systems', 'i++']"
SUPERVISOR OF STOCK WORKERS,"Through the maintenance
and repair of these systems
field operations","['through', 'the', 'maintenance', 'i++', 'and', 'repair', 'the', '-the', 'of', 'these', 'systems', 'i++', 'include', 'about', '-about', '-include', 'field', 'operations', 'i++']"
ASST PB HLTH ADV (COMM DIS CON,"The sexual health
care providers and others
including public","['the', 'sexual', 'health', 'i++', 'care', 'and', 'services', 'to', 'sex', 'i++', 'partners', '-partners', 'i--', '-sex', '-to', '-services', '-and', 'providers', 'and', 'others', 'i++', 'including', 'public', 'i++']"
CERT IT DEVELOPER (APP),"The technical goals
of the project management
methodologies","['the', 'technical', 'lead', 'i++', 'position', 'is', 'in', 'the', '-the', '-in', '-is', '-position', 'i--', '-lead', 'goals', 'i++', 'of', 'the', 'project', 'management', 'i++', 'office', 'in', 'the', '-the', '-in', '-office', 'methodologies', 'i++']"
CERT IT DEVELOPER (APP),"Reporting to the
development team and aid
in their career growth","['reporting', 'to', 'the', 'i++', 'business', 'solutions', '-solutions', 'needs', 'into', 'clearly', 'i++', 'defined', 'and', '-and', '-defined', 'i--', '-clearly', '-into', 'of', 'the', 'foreign', 'i++', 'education', '-education', 'i--', '-foreign', '-the', '-of', '-needs', '-business', 'development', 'team', 'and', 'aid', 'i++', 'in', 'their', 'career', 'growth', 'i++']"
CERT IT DEVELOPER (APP),"Work in a team of
programmers analysts and
data specialists","['work', 'with', 'improving', 'i++', 'the', 'electronic', 'health', '-health', '-electronic', '-the', 'i--', '-improving', '-with', 'in', 'a', 'team', 'of', 'i++', 'programmers', 'analysts', 'and', 'i++', 'data', 'specialists', 'i++']"
CERT IT DEVELOPER (APP),"This position will
be responsible for all
diseases control","['this', 'enterprise', '-enterprise', 'position', 'will', 'i++', 'be', 'responsible', 'for', 'all', 'i++', 'bureau', 'of', '-of', '-bureau', 'diseases', 'control', 'i++']"
